word             ,Weight      ,type
suppression      ,-0.666666667,disgust
undoubted        ,-0.666666667,disgust
unthinkable      ,-0.666666667,disgust
vacuous          ,-0.666666667,disgust
wallow           ,-0.666666667,disgust
woe              ,-0.666666667,disgust
irritation       ,-1.0        ,disgust
sick             ,-1.0        ,disgust
unsatisfactory   ,-1.0        ,disgust
depraved         ,-1.0        ,disgust
disappoint       ,-1.0        ,disgust
discontent       ,-1.0        ,disgust
drool            ,-1.0        ,disgust
entangled        ,-1.0        ,disgust
indifference     ,-1.0        ,disgust
ineptitude       ,-1.0        ,disgust
obese            ,-1.0        ,disgust
sunk             ,-1.0        ,disgust
unpleasant       ,-1.0        ,disgust
unsettled        ,-1.0        ,disgust
weight           ,-1.0        ,disgust
whine            ,-1.0        ,disgust
war              ,1.0         ,fear
extermination    ,0.85        ,fear
morgue           ,0.77        ,fear
wrath            ,0.77        ,fear
violent          ,0.77        ,fear
explosive        ,0.77        ,fear
killing          ,0.77        ,fear
scream           ,0.69        ,fear
bomb             ,0.69        ,fear
destroyer        ,0.69        ,fear
destructive      ,0.69        ,fear
monster          ,0.69        ,fear
ghastly          ,0.69        ,fear
disastrous       ,0.62        ,fear
explosion        ,0.62        ,fear
savage           ,0.62        ,fear
bloodthirsty     ,0.62        ,fear
pillage          ,0.62        ,fear
destroying       ,0.62        ,fear
merciless        ,0.62        ,fear
terrorize        ,0.54        ,fear
massacre         ,0.54        ,fear
epidemic         ,0.54        ,fear
doomsday         ,0.54        ,fear
assassinate      ,0.54        ,fear
eruption         ,0.54        ,fear
terror           ,0.54        ,fear
malicious        ,0.54        ,fear
demon            ,0.54        ,fear
tyrant           ,0.54        ,fear
slaughter        ,0.54        ,fear
homicide         ,0.54        ,fear
obliteration     ,0.54        ,fear
dismemberment    ,0.54        ,fear
annihilated      ,0.54        ,fear
smite            ,0.54        ,fear
vampire          ,0.54        ,fear
aggressor        ,0.54        ,fear
ferocious        ,0.54        ,fear
swastika         ,0.54        ,fear
damnation        ,0.54        ,fear
ruthless         ,0.46        ,fear
endanger         ,0.46        ,fear
beating          ,0.46        ,fear
murderous        ,0.46        ,fear
hellish          ,0.46        ,fear
atrocity         ,0.46        ,fear
shooter          ,0.46        ,fear
slaughtering     ,0.46        ,fear
sinister         ,0.46        ,fear
madness          ,0.46        ,fear
abhorrent        ,0.46        ,fear
cemetery         ,0.46        ,fear
cannibal         ,0.46        ,fear
pestilence       ,0.46        ,fear
cyclone          ,0.46        ,fear
obliterate       ,0.46        ,fear
annihilate       ,0.46        ,fear
grenade          ,0.46        ,fear
inferno          ,0.46        ,fear
violently        ,0.46        ,fear
carnage          ,0.46        ,fear
banshee          ,0.46        ,fear
detonate         ,0.46        ,fear
warlike          ,0.46        ,fear
banished         ,0.38        ,fear
deranged         ,0.38        ,fear
devil            ,0.38        ,fear
slaughterhouse   ,0.38        ,fear
chaos            ,0.38        ,fear
devilish         ,0.38        ,fear
savagery         ,0.38        ,fear
agony            ,0.38        ,fear
combat           ,0.38        ,fear
harm             ,0.38        ,fear
hysterical       ,0.38        ,fear
menacing         ,0.38        ,fear
mortality        ,0.38        ,fear
dastardly        ,0.38        ,fear
cruelty          ,0.38        ,fear
pandemic         ,0.38        ,fear
morbidity        ,0.38        ,fear
horrific         ,0.38        ,fear
captor           ,0.38        ,fear
horror           ,0.38        ,fear
fatality         ,0.38        ,fear
travesty         ,0.38        ,fear
terrorist        ,0.38        ,fear
havoc            ,0.38        ,fear
behemoth         ,0.38        ,fear
witch            ,0.38        ,fear
turbulence       ,0.38        ,fear
demise           ,0.38        ,fear
brutality        ,0.38        ,fear
combatant        ,0.38        ,fear
die              ,0.38        ,fear
painful          ,0.38        ,fear
incendiary       ,0.38        ,fear
hatred           ,0.38        ,fear
raging           ,0.38        ,fear
violence         ,0.38        ,fear
assault          ,0.38        ,fear
evil             ,0.38        ,fear
kill             ,0.38        ,fear
shrapnel         ,0.38        ,fear
conflagration    ,0.38        ,fear
murder           ,0.38        ,fear
bugaboo          ,0.38        ,fear
tribunal         ,0.38        ,fear
military         ,0.38        ,fear
saber            ,0.38        ,fear
shot             ,0.38        ,fear
warfare          ,0.38        ,fear
exorcism         ,0.38        ,fear
ghostly          ,0.38        ,fear
diabolical       ,0.38        ,fear
sortie           ,0.38        ,fear
hell             ,0.38        ,fear
shoot            ,0.38        ,fear
decomposition    ,0.38        ,fear
nasty            ,0.31        ,fear
felon            ,0.31        ,fear
anarchism        ,0.31        ,fear
horrors          ,0.31        ,fear
disfigured       ,0.31        ,fear
manslaughter     ,0.31        ,fear
terrorism        ,0.31        ,fear
lunatic          ,0.31        ,fear
tyrannical       ,0.31        ,fear
gory             ,0.31        ,fear
tumor            ,0.31        ,fear
disrespectful    ,0.31        ,fear
clashing         ,0.31        ,fear
cobra            ,0.31        ,fear
dagger           ,0.31        ,fear
threatening      ,0.31        ,fear
brawl            ,0.31        ,fear
horrible         ,0.31        ,fear
incubus          ,0.31        ,fear
molestation      ,0.31        ,fear
sabotage         ,0.31        ,fear
screaming        ,0.31        ,fear
mutilation       ,0.31        ,fear
execution        ,0.31        ,fear
corrosive        ,0.31        ,fear
treason          ,0.31        ,fear
shell            ,0.31        ,fear
menace           ,0.31        ,fear
barbaric         ,0.31        ,fear
desecration      ,0.31        ,fear
shooting         ,0.31        ,fear
fight            ,0.31        ,fear
lash             ,0.31        ,fear
bankrupt         ,0.31        ,fear
broken           ,0.31        ,fear
drown            ,0.31        ,fear
jaundice         ,0.31        ,fear
perdition        ,0.31        ,fear
persecute        ,0.31        ,fear
punish           ,0.31        ,fear
shriek           ,0.31        ,fear
oblivion         ,0.31        ,fear
infestation      ,0.31        ,fear
razor            ,0.31        ,fear
occult           ,0.31        ,fear
stormy           ,0.31        ,fear
crazed           ,0.31        ,fear
gang             ,0.31        ,fear
coma             ,0.31        ,fear
hardened         ,0.31        ,fear
shank            ,0.31        ,fear
mad              ,0.31        ,fear
ugliness         ,0.31        ,fear
riot             ,0.31        ,fear
sultan           ,0.31        ,fear
deadly           ,0.31        ,fear
avalanche        ,0.31        ,fear
tornado          ,0.31        ,fear
cruelly          ,0.23        ,fear
immoral          ,0.23        ,fear
brutal           ,0.23        ,fear
stretcher        ,0.23        ,fear
frightful        ,0.23        ,fear
melee            ,0.23        ,fear
quarantine       ,0.23        ,fear
beastly          ,0.23        ,fear
assassination    ,0.23        ,fear
towering         ,0.23        ,fear
armament         ,0.23        ,fear
mafia            ,0.23        ,fear
lockup           ,0.23        ,fear
holocaust        ,0.23        ,fear
attack           ,0.23        ,fear
catastrophe      ,0.23        ,fear
specter          ,0.23        ,fear
terrible         ,0.23        ,fear
perishing        ,0.23        ,fear
powerful         ,0.23        ,fear
martyrdom        ,0.23        ,fear
stalk            ,0.23        ,fear
assailant        ,0.23        ,fear
coward           ,0.23        ,fear
rape             ,0.23        ,fear
offense          ,0.23        ,fear
wicked           ,0.23        ,fear
penalty          ,0.23        ,fear
annihilation     ,0.23        ,fear
ruinous          ,0.23        ,fear
criminality      ,0.23        ,fear
despair          ,0.23        ,fear
scourge          ,0.23        ,fear
pitfall          ,0.23        ,fear
gore             ,0.23        ,fear
fire             ,0.23        ,fear
delusional       ,0.23        ,fear
executioner      ,0.23        ,fear
edict            ,0.23        ,fear
missile          ,0.23        ,fear
unnatural        ,0.23        ,fear
toxin            ,0.23        ,fear
revolver         ,0.23        ,fear
dismal           ,0.23        ,fear
stab             ,0.23        ,fear
broke            ,0.23        ,fear
bestial          ,0.23        ,fear
rabid            ,0.23        ,fear
wildfire         ,0.23        ,fear
trembling        ,0.23        ,fear
belligerent      ,0.23        ,fear
cruel            ,0.23        ,fear
duress           ,0.23        ,fear
earthquake       ,0.23        ,fear
hazardous        ,0.23        ,fear
goblin           ,0.23        ,fear
frighten         ,0.23        ,fear
oppressor        ,0.23        ,fear
recklessness     ,0.23        ,fear
violation        ,0.23        ,fear
doom             ,0.23        ,fear
awful            ,0.23        ,fear
schizophrenia    ,0.23        ,fear
dungeon          ,0.23        ,fear
slave            ,0.23        ,fear
insanity         ,0.23        ,fear
gladiator        ,0.23        ,fear
autopsy          ,0.23        ,fear
beast            ,0.23        ,fear
raid             ,0.23        ,fear
flying           ,0.23        ,fear
revolution       ,0.23        ,fear
bomber           ,0.23        ,fear
grizzly          ,0.23        ,fear
hangman          ,0.23        ,fear
unsurpassed      ,0.23        ,fear
sinful           ,0.23        ,fear
dictatorship     ,0.23        ,fear
venomous         ,0.23        ,fear
explode          ,0.23        ,fear
barbarian        ,0.23        ,fear
aggression       ,0.23        ,fear
armed            ,0.23        ,fear
prison           ,0.23        ,fear
libel            ,0.23        ,fear
lynch            ,0.23        ,fear
slayer           ,0.23        ,fear
cancer           ,0.23        ,fear
senile           ,0.23        ,fear
crusade          ,0.23        ,fear
batter           ,0.23        ,fear
usurped          ,0.23        ,fear
posse            ,0.23        ,fear
expulsion        ,0.15        ,fear
antisocial       ,0.15        ,fear
cataract         ,0.15        ,fear
shock            ,0.15        ,fear
phalanx          ,0.15        ,fear
tramp            ,0.15        ,fear
depress          ,0.15        ,fear
gonorrhea        ,0.15        ,fear
wail             ,0.15        ,fear
volunteer        ,0.15        ,fear
hospital         ,0.15        ,fear
obstruct         ,0.15        ,fear
poisonous        ,0.15        ,fear
quivering        ,0.15        ,fear
homicidal        ,0.15        ,fear
oppressive       ,0.15        ,fear
superstition     ,0.15        ,fear
crucifixion      ,0.15        ,fear
strangle         ,0.15        ,fear
abduction        ,0.15        ,fear
acrobat          ,0.15        ,fear
phantom          ,0.15        ,fear
erase            ,0.15        ,fear
rifle            ,0.15        ,fear
derogation       ,0.15        ,fear
invader          ,0.15        ,fear
death            ,0.15        ,fear
murderer         ,0.15        ,fear
deceit           ,0.15        ,fear
deport           ,0.15        ,fear
